timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packets,duration_ms
2025-03-05T10:32:32Z,10.0.1.6,192.0.2.19,63076,80,TCP,7007,141722,40,79273
2025-03-05T10:32:48Z,10.0.1.12,192.0.2.11,61608,443,TCP,48134,35005,127,60144
2025-03-05T10:33:20Z,10.0.1.5,10.0.1.1,54110,3389,TCP,3623,19739,47,13024
2025-03-05T10:33:33Z,10.0.1.11,192.0.2.20,49909,443,TCP,19330,47673,108,45957
2025-03-05T10:33:51Z,10.0.1.1,192.0.2.11,58211,8080,TCP,20520,82339,48,11984
2025-03-05T10:34:02Z,10.0.1.1,192.0.2.11,59573,443,TCP,4305,64592,178,30169
2025-03-05T10:34:12Z,10.0.1.2,192.0.2.14,56995,53,UDP,13423,193240,18,55645
2025-03-05T10:34:26Z,10.0.1.4,192.0.2.25,59339,443,TCP,44570,74108,11,80453
2025-03-05T10:34:39Z,10.0.1.7,192.0.2.14,61377,443,TCP,24240,9523,165,7971
2025-03-05T10:34:51Z,10.0.1.14,192.0.2.25,64113,80,TCP,1236,174048,133,34493
2025-03-05T10:35:49Z,10.0.1.6,192.0.2.16,65192,80,TCP,46412,164562,146,4425
2025-03-05T10:36:41Z,10.0.1.7,203.0.113.50,57600,443,TCP,882,1697,14,4389
2025-03-05T10:38:39Z,10.0.1.15,192.0.2.25,61562,443,TCP,25443,13240,10,119218
2025-03-05T10:38:55Z,10.0.1.13,10.0.1.12,56397,445,TCP,11157,6637,14,26074
2025-03-05T10:39:26Z,10.0.1.6,192.0.2.20,50992,8080,TCP,7198,64585,165,63881
2025-03-05T10:40:06Z,10.0.1.2,10.0.1.3,52919,445,TCP,4385,7720,13,5761
2025-03-05T10:40:10Z,10.0.1.9,10.0.1.10,64313,3389,TCP,11032,11592,49,9088
2025-03-05T10:40:26Z,10.0.1.6,192.0.2.19,60035,80,TCP,17319,186269,6,103421
2025-03-05T10:41:11Z,10.0.1.9,192.0.2.13,65055,8080,TCP,38174,10555,187,62574
2025-03-05T10:41:37Z,10.0.1.7,203.0.113.50,59297,443,TCP,858,661,12,1542
2025-03-05T10:43:27Z,10.0.1.12,192.0.2.16,65516,443,TCP,20758,108375,36,63828
2025-03-05T10:43:35Z,10.0.1.6,10.0.1.7,52392,3389,TCP,18569,14177,34,20787
2025-03-05T10:44:33Z,10.0.1.1,192.0.2.18,64001,443,TCP,36734,175730,142,48519
2025-03-05T10:45:29Z,10.0.1.11,192.0.2.21,57176,443,TCP,42966,88317,124,100233
2025-03-05T10:45:36Z,10.0.1.10,192.0.2.13,50346,80,TCP,28260,5930,107,48464
2025-03-05T10:46:08Z,10.0.1.6,192.0.2.14,52830,80,TCP,36910,165480,200,14224
2025-03-05T10:46:34Z,10.0.1.7,203.0.113.50,63483,443,TCP,373,1418,17,3628
2025-03-05T10:46:36Z,10.0.1.8,192.0.2.20,63498,443,TCP,40771,137298,51,49045
2025-03-05T10:47:49Z,10.0.1.12,192.0.2.16,62680,443,TCP,17636,165917,166,9580
2025-03-05T10:47:58Z,10.0.1.14,10.0.1.15,49454,22,TCP,17038,2542,32,18988
2025-03-05T10:48:03Z,10.0.1.10,192.0.2.19,63081,443,TCP,40197,106452,82,21601
2025-03-05T10:48:31Z,10.0.1.5,192.0.2.19,64091,443,TCP,39151,97794,99,96286
2025-03-05T10:49:13Z,10.0.1.14,192.0.2.11,64746,80,TCP,20937,113244,162,74543
2025-03-05T10:49:15Z,10.0.1.4,192.0.2.25,63292,443,TCP,29292,182585,120,37886
2025-03-05T10:51:37Z,10.0.1.13,192.0.2.25,57200,8080,TCP,33881,155561,168,14336
2025-03-05T10:51:39Z,10.0.1.7,203.0.113.50,49218,443,TCP,441,983,6,3685
2025-03-05T10:52:53Z,10.0.1.11,192.0.2.14,60064,53,UDP,17666,7730,153,64316
2025-03-05T10:52:58Z,10.0.1.5,192.0.2.21,57465,53,UDP,46977,172402,139,59483
2025-03-05T10:53:31Z,10.0.1.2,10.0.1.1,54880,22,TCP,12442,19724,31,18339
2025-03-05T10:53:33Z,10.0.1.8,192.0.2.23,62000,443,TCP,26588,192312,150,101719
2025-03-05T10:53:49Z,10.0.1.13,192.0.2.13,54908,53,UDP,29909,50995,171,43337
2025-03-05T10:54:25Z,10.0.1.7,192.0.2.11,51851,443,TCP,45611,14396,116,60312
2025-03-05T10:54:41Z,10.0.1.9,10.0.1.15,55248,22,TCP,5153,4632,32,16084
2025-03-05T10:55:17Z,10.0.1.10,192.0.2.19,64246,443,TCP,2496,121325,81,74033
2025-03-05T10:55:27Z,10.0.1.8,192.0.2.19,57310,53,UDP,3810,100616,103,37632
2025-03-05T10:55:47Z,10.0.1.1,192.0.2.20,50209,443,TCP,12390,29038,131,75447
2025-03-05T10:56:06Z,10.0.1.12,10.0.1.13,62802,445,TCP,16618,6806,31,23246
2025-03-05T10:56:35Z,10.0.1.13,192.0.2.23,51459,443,TCP,35406,48314,22,102853
2025-03-05T10:56:42Z,10.0.1.7,203.0.113.50,65086,443,TCP,564,2803,12,1030
2025-03-05T10:58:19Z,10.0.1.4,192.0.2.25,59643,443,TCP,46580,146615,119,47684
2025-03-05T10:58:39Z,10.0.1.5,192.0.2.14,58612,443,TCP,6848,173127,106,19993
2025-03-05T10:58:54Z,10.0.1.2,192.0.2.20,51722,443,TCP,39691,137486,159,96600
2025-03-05T10:59:57Z,10.0.1.2,192.0.2.11,54730,443,TCP,32134,1765,69,74566
2025-03-05T11:01:40Z,10.0.1.7,203.0.113.50,56082,443,TCP,221,2862,5,4640
2025-03-05T11:02:09Z,10.0.1.14,192.0.2.24,52167,443,TCP,45533,173275,114,61096
2025-03-05T11:02:15Z,10.0.1.9,192.0.2.17,62456,443,TCP,28797,40997,154,112
2025-03-05T11:02:19Z,10.0.1.15,10.0.1.14,54776,445,TCP,1381,9871,50,5544
2025-03-05T11:02:42Z,10.0.1.12,192.0.2.12,50820,443,TCP,2317,100326,70,63912
2025-03-05T11:03:45Z,10.0.1.5,192.0.2.15,56474,80,TCP,16341,171191,125,81800
2025-03-05T11:05:43Z,10.0.1.5,192.0.2.14,58564,443,TCP,34591,157596,143,28944
2025-03-05T11:06:28Z,10.0.1.5,192.0.2.13,50720,53,UDP,17514,88841,180,15597
2025-03-05T11:06:29Z,10.0.1.12,192.0.2.23,58435,53,UDP,47476,123070,173,84826
2025-03-05T11:06:30Z,10.0.1.2,192.0.2.14,49498,443,TCP,36272,38203,113,114071
2025-03-05T11:06:38Z,10.0.1.11,192.0.2.23,63292,443,TCP,36828,58482,142,96617
2025-03-05T11:06:39Z,10.0.1.8,192.0.2.25,49297,443,TCP,4932,28215,171,65701
2025-03-05T11:06:39Z,10.0.1.7,203.0.113.50,64835,443,TCP,1206,2544,13,993
2025-03-05T11:07:23Z,10.0.1.10,192.0.2.20,57622,443,TCP,1002,162625,30,25578
2025-03-05T11:07:35Z,10.0.1.14,192.0.2.11,51823,80,TCP,19160,160576,93,52168
2025-03-05T11:07:42Z,10.0.1.12,192.0.2.24,62751,443,TCP,39364,84436,101,37558
2025-03-05T11:08:25Z,10.0.1.9,10.0.1.15,60247,3389,TCP,13079,12310,25,23832
2025-03-05T11:08:42Z,10.0.1.8,192.0.2.24,60573,80,TCP,12220,94814,98,111197
2025-03-05T11:10:02Z,10.0.1.1,10.0.1.5,52797,3389,TCP,13608,12270,14,2533
2025-03-05T11:10:46Z,10.0.1.8,192.0.2.16,51840,443,TCP,9011,32410,149,100335
2025-03-05T11:10:48Z,10.0.1.15,192.0.2.16,56403,80,TCP,8212,166253,70,19410
2025-03-05T11:11:28Z,10.0.1.6,192.0.2.24,62858,443,TCP,35740,113676,164,22695
2025-03-05T11:11:40Z,10.0.1.7,203.0.113.50,51230,443,TCP,1076,1576,8,2742
2025-03-05T11:11:47Z,10.0.1.15,192.0.2.11,63287,443,TCP,11729,164566,192,114416
2025-03-05T11:11:51Z,10.0.1.5,192.0.2.12,62672,443,TCP,39701,110159,191,20966
2025-03-05T11:11:54Z,10.0.1.11,10.0.1.10,57193,445,TCP,19056,11067,43,25630
2025-03-05T11:12:07Z,10.0.1.5,10.0.1.1,55215,8080,TCP,19162,4191,35,15421
2025-03-05T11:12:19Z,10.0.1.6,192.0.2.14,54303,443,TCP,26971,102072,140,26775
2025-03-05T11:12:27Z,10.0.1.4,192.0.2.21,57832,53,UDP,4506,19135,107,107571
2025-03-05T11:13:15Z,10.0.1.10,192.0.2.20,64012,80,TCP,33171,150139,140,95205
2025-03-05T11:13:22Z,10.0.1.14,192.0.2.25,58975,443,TCP,36966,107413,188,60729
2025-03-05T11:13:52Z,10.0.1.10,192.0.2.24,49247,443,TCP,46016,186167,155,92831
2025-03-05T11:14:27Z,10.0.1.6,192.0.2.13,56187,80,TCP,23458,95143,28,105355
2025-03-05T11:14:51Z,10.0.1.6,192.0.2.23,52666,80,TCP,15903,28314,125,112059
2025-03-05T11:15:00Z,10.0.1.11,192.0.2.22,53831,443,TCP,3915,143165,52,61102
2025-03-05T11:16:42Z,10.0.1.7,203.0.113.50,62057,443,TCP,802,1305,18,4413
2025-03-05T11:17:52Z,10.0.1.8,10.0.1.6,55433,445,TCP,15845,246,19,21827
2025-03-05T11:17:52Z,10.0.1.10,192.0.2.19,61452,8080,TCP,22555,106183,39,6532
2025-03-05T11:18:16Z,10.0.1.5,192.0.2.22,60287,443,TCP,24029,40626,131,89898
2025-03-05T11:18:58Z,10.0.1.13,192.0.2.13,57281,53,UDP,13929,168121,146,82179
2025-03-05T11:19:58Z,10.0.1.7,192.0.2.15,57061,443,TCP,37141,183502,65,25962
2025-03-05T11:21:07Z,10.0.1.5,10.0.1.4,52565,445,TCP,9913,2206,42,16288
2025-03-05T11:21:17Z,10.0.1.13,192.0.2.13,58896,53,UDP,30573,145789,93,114687
2025-03-05T11:21:42Z,10.0.1.7,203.0.113.50,49939,443,TCP,437,733,18,1132
2025-03-05T11:22:11Z,10.0.1.4,192.0.2.16,53491,443,TCP,10301,76924,150,72574
2025-03-05T11:22:57Z,10.0.1.1,10.0.1.2,51981,445,TCP,19969,17805,20,13400
2025-03-05T11:23:31Z,10.0.1.12,192.0.2.19,64534,443,TCP,42990,97833,108,100372
2025-03-05T11:23:56Z,10.0.1.3,192.0.2.12,51212,443,TCP,32681,47010,23,1842
2025-03-05T11:24:00Z,10.0.1.2,10.0.1.3,64939,445,TCP,19135,15133,25,19276
2025-03-05T11:24:29Z,10.0.1.8,192.0.2.13,58680,80,TCP,21540,193060,31,88265
2025-03-05T11:24:32Z,10.0.1.11,192.0.2.20,53039,53,UDP,10271,105323,190,4176
2025-03-05T11:25:36Z,10.0.1.1,192.0.2.10,50866,443,TCP,18976,47166,171,31757
2025-03-05T11:26:17Z,10.0.1.1,192.0.2.17,59077,443,TCP,38517,105535,24,14259
2025-03-05T11:26:43Z,10.0.1.7,203.0.113.50,56962,443,TCP,745,2818,18,1304
2025-03-05T11:26:55Z,10.0.1.6,192.0.2.19,50736,8080,TCP,42140,95712,108,14358
2025-03-05T11:27:32Z,10.0.1.8,192.0.2.11,61100,80,TCP,43016,40261,6,32555
2025-03-05T11:28:22Z,10.0.1.13,192.0.2.15,51569,443,TCP,43612,56861,109,70042
2025-03-05T11:28:29Z,10.0.1.14,192.0.2.13,60169,53,UDP,34914,151117,21,22285
2025-03-05T11:29:22Z,10.0.1.9,192.0.2.18,53311,443,TCP,49192,32873,81,64080
2025-03-05T11:29:28Z,10.0.1.13,192.0.2.14,49577,80,TCP,10669,118040,82,70373
2025-03-05T11:29:33Z,10.0.1.2,192.0.2.10,65026,80,TCP,31997,23825,38,97274
2025-03-05T11:29:39Z,10.0.1.3,10.0.1.4,55131,445,TCP,9609,13198,29,10906
2025-03-05T11:30:32Z,10.0.1.13,10.0.1.12,50434,8080,TCP,4468,5973,49,9680
2025-03-05T11:31:31Z,10.0.1.1,192.0.2.22,64919,443,TCP,28850,38718,149,7223
2025-03-05T11:31:45Z,10.0.1.7,203.0.113.50,55083,443,TCP,485,586,13,926
2025-03-05T11:31:59Z,10.0.1.12,192.0.2.22,61948,443,TCP,24452,170729,162,2229
2025-03-05T11:32:51Z,10.0.1.1,192.0.2.20,60098,53,UDP,41781,194333,194,93737
2025-03-05T11:33:27Z,10.0.1.15,192.0.2.17,54223,80,TCP,28106,12440,70,50340
2025-03-05T11:33:37Z,10.0.1.13,192.0.2.20,53309,443,TCP,19789,184339,23,83564
2025-03-05T11:34:01Z,10.0.1.9,192.0.2.18,65533,80,TCP,14084,166748,102,44446
2025-03-05T11:34:11Z,10.0.1.12,192.0.2.17,58516,443,TCP,12053,100216,180,99554
2025-03-05T11:34:40Z,10.0.1.8,192.0.2.16,65348,80,TCP,43509,110804,119,87338
2025-03-05T11:34:49Z,10.0.1.14,10.0.1.13,58504,8080,TCP,7915,18185,13,26905
2025-03-05T11:34:54Z,10.0.1.14,10.0.1.15,58877,22,TCP,11780,8965,42,24843
2025-03-05T11:35:18Z,10.0.1.9,192.0.2.21,54325,443,TCP,2559,11475,185,108406
2025-03-05T11:35:39Z,10.0.1.4,10.0.1.3,59509,3389,TCP,14643,6149,31,17797
2025-03-05T11:35:49Z,10.0.1.12,192.0.2.20,53401,443,TCP,7474,41263,122,76589
2025-03-05T11:36:07Z,10.0.1.14,192.0.2.12,59593,80,TCP,36444,41145,172,63149
2025-03-05T11:36:34Z,10.0.1.6,192.0.2.15,53371,8080,TCP,25568,111354,67,18698
2025-03-05T11:36:50Z,10.0.1.7,203.0.113.50,53232,443,TCP,703,1061,17,4164
2025-03-05T11:36:53Z,10.0.1.13,192.0.2.20,58292,80,TCP,1445,171570,138,109455
2025-03-05T11:37:06Z,10.0.1.10,192.0.2.20,63581,443,TCP,32510,194469,123,23051
2025-03-05T11:37:14Z,10.0.1.15,192.0.2.20,54394,443,TCP,23060,7282,182,69902
2025-03-05T11:37:19Z,10.0.1.12,192.0.2.17,57389,80,TCP,33447,67784,200,28988
2025-03-05T11:37:53Z,10.0.1.1,192.0.2.22,52237,443,TCP,11856,146756,68,97714
2025-03-05T11:38:09Z,10.0.1.9,192.0.2.18,64622,80,TCP,548,38933,30,105716
2025-03-05T11:38:21Z,10.0.1.9,10.0.1.10,60481,3389,TCP,2115,5439,23,4570
2025-03-05T11:38:37Z,10.0.1.3,192.0.2.18,52831,443,TCP,17863,53343,28,96730
2025-03-05T11:38:37Z,10.0.1.10,192.0.2.10,60554,443,TCP,29040,118689,101,6062
2025-03-05T11:38:46Z,10.0.1.6,10.0.1.7,49844,22,TCP,15165,1172,18,14875
2025-03-05T11:38:56Z,10.0.1.7,10.0.1.8,64931,8080,TCP,18683,7723,47,6159
2025-03-05T11:38:59Z,10.0.1.3,192.0.2.19,63653,53,UDP,6353,1713,128,104656
2025-03-05T11:39:00Z,10.0.1.10,10.0.1.11,53420,22,TCP,15063,13157,22,3764
2025-03-05T11:39:14Z,10.0.1.4,192.0.2.19,50005,443,TCP,37664,26396,139,83594
2025-03-05T11:39:21Z,10.0.1.6,10.0.1.8,64599,445,TCP,19359,5634,13,28417
2025-03-05T11:41:05Z,10.0.1.2,192.0.2.13,50715,443,TCP,14659,58663,26,77773
2025-03-05T11:41:45Z,10.0.1.7,203.0.113.50,51087,443,TCP,364,1124,9,3867
2025-03-05T11:42:57Z,10.0.1.14,192.0.2.10,50871,443,TCP,15183,150919,199,113364
2025-03-05T11:43:00Z,10.0.1.5,192.0.2.10,51521,443,TCP,26233,153342,155,47282
2025-03-05T11:43:32Z,10.0.1.11,192.0.2.13,60843,443,TCP,36954,2071,161,119484
2025-03-05T11:44:48Z,10.0.1.11,192.0.2.15,57980,443,TCP,3822,194588,114,44491
2025-03-05T11:45:08Z,10.0.1.7,192.0.2.11,61638,80,TCP,26091,24282,164,53268
2025-03-05T11:46:17Z,10.0.1.7,192.0.2.11,54629,80,TCP,41231,68287,85,77673
2025-03-05T11:46:41Z,10.0.1.4,192.0.2.20,55596,443,TCP,38439,19238,22,116585
2025-03-05T11:46:41Z,10.0.1.7,203.0.113.50,63755,443,TCP,640,639,6,4237
2025-03-05T11:46:50Z,10.0.1.8,192.0.2.21,53880,80,TCP,36463,26980,199,60951
2025-03-05T11:46:51Z,10.0.1.4,192.0.2.18,58763,443,TCP,34307,149589,43,56711
2025-03-05T11:46:52Z,10.0.1.8,10.0.1.7,61433,445,TCP,18339,18664,28,591
2025-03-05T11:47:01Z,10.0.1.5,192.0.2.17,60410,443,TCP,20450,127495,142,68409
2025-03-05T11:48:15Z,10.0.1.1,192.0.2.17,56146,8080,TCP,1263,169124,173,62668
2025-03-05T11:48:20Z,10.0.1.15,192.0.2.21,59815,80,TCP,30081,124717,134,98987
2025-03-05T11:48:26Z,10.0.1.7,192.0.2.24,58939,443,TCP,44604,108772,67,88460
2025-03-05T11:51:44Z,10.0.1.7,203.0.113.50,58173,443,TCP,986,1873,20,511
2025-03-05T11:52:57Z,10.0.1.13,192.0.2.13,49941,443,TCP,5274,62944,184,48467
2025-03-05T11:53:03Z,10.0.1.2,192.0.2.14,51541,8080,TCP,15561,72245,30,62568
2025-03-05T11:53:16Z,10.0.1.10,10.0.1.9,56102,22,TCP,8495,17472,24,17051
2025-03-05T11:53:31Z,10.0.1.7,10.0.1.6,54534,8080,TCP,19025,6304,48,24640
2025-03-05T11:53:41Z,10.0.1.7,192.0.2.19,63067,443,TCP,34503,160080,31,45542
2025-03-05T11:53:58Z,10.0.1.5,192.0.2.20,51256,53,UDP,20897,166263,120,13007
2025-03-05T11:54:40Z,10.0.1.3,192.0.2.15,64463,443,TCP,27747,162048,97,53430
2025-03-05T11:54:49Z,10.0.1.6,192.0.2.19,57293,443,TCP,6374,180497,95,15409
2025-03-05T11:55:12Z,10.0.1.8,192.0.2.21,64680,443,TCP,46998,82685,199,118381
2025-03-05T11:55:18Z,10.0.1.4,10.0.1.5,58789,445,TCP,15669,7221,19,27831
2025-03-05T11:56:14Z,10.0.1.11,192.0.2.17,63893,80,TCP,9565,35042,71,38909
2025-03-05T11:56:15Z,10.0.1.7,192.0.2.20,59874,80,TCP,21504,95358,30,111045
2025-03-05T11:56:40Z,10.0.1.1,192.0.2.19,59988,80,TCP,41078,27750,5,90856
2025-03-05T11:56:47Z,10.0.1.7,203.0.113.50,53656,443,TCP,214,2335,6,4060
2025-03-05T11:57:21Z,10.0.1.12,10.0.1.13,51435,445,TCP,4599,9690,25,25480
2025-03-05T11:58:47Z,10.0.1.14,192.0.2.25,61128,443,TCP,36766,127246,123,115011
2025-03-05T12:00:34Z,10.0.1.11,192.0.2.16,62127,443,TCP,23832,50763,148,109612
2025-03-05T12:01:02Z,10.0.1.12,192.0.2.16,53629,53,UDP,29818,84177,95,34779
2025-03-05T12:01:48Z,10.0.1.7,203.0.113.50,54665,443,TCP,798,541,7,2489
2025-03-05T12:02:34Z,10.0.1.15,192.0.2.18,56174,80,TCP,5414,30447,50,54377
2025-03-05T12:03:14Z,10.0.1.4,192.0.2.16,60762,53,UDP,5521,64334,109,67147
2025-03-05T12:04:01Z,10.0.1.2,192.0.2.10,49836,443,TCP,8854,102473,148,71435
2025-03-05T12:05:16Z,10.0.1.14,192.0.2.12,53284,53,UDP,2047,10801,24,100820
2025-03-05T12:05:53Z,10.0.1.3,192.0.2.18,51334,443,TCP,24745,196246,165,26864
2025-03-05T12:06:05Z,10.0.1.11,10.0.1.10,56644,8080,TCP,19420,19251,48,16963
2025-03-05T12:06:43Z,10.0.1.8,192.0.2.25,63890,53,UDP,24695,10547,45,89448
2025-03-05T12:06:45Z,10.0.1.7,203.0.113.50,60979,443,TCP,730,1149,13,3905
2025-03-05T12:06:58Z,10.0.1.5,10.0.1.1,58386,22,TCP,6600,17630,3,27286
2025-03-05T12:07:09Z,10.0.1.13,192.0.2.24,63828,443,TCP,47693,119320,6,114355
2025-03-05T12:07:18Z,10.0.1.7,192.0.2.15,49463,80,TCP,31897,104249,169,103550
2025-03-05T12:07:21Z,10.0.1.15,192.0.2.17,49871,443,TCP,20218,176540,113,61255
2025-03-05T12:07:51Z,10.0.1.4,192.0.2.14,51022,443,TCP,6160,15790,148,29317
2025-03-05T12:07:51Z,10.0.1.14,192.0.2.13,63341,443,TCP,48253,66711,76,32819
2025-03-05T12:08:32Z,10.0.1.10,192.0.2.23,50287,443,TCP,33264,174375,116,77092
2025-03-05T12:09:01Z,10.0.1.6,192.0.2.10,56884,53,UDP,15517,48821,179,17605
2025-03-05T12:09:44Z,10.0.1.3,192.0.2.22,54192,443,TCP,29634,74989,150,47515
2025-03-05T12:09:49Z,10.0.1.3,10.0.1.4,59928,445,TCP,18910,5006,25,9899
2025-03-05T12:10:12Z,10.0.1.10,192.0.2.17,60164,443,TCP,28318,185962,10,97440
2025-03-05T12:11:39Z,10.0.1.4,192.0.2.10,59224,443,TCP,35520,186963,47,8081
2025-03-05T12:11:49Z,10.0.1.7,203.0.113.50,58739,443,TCP,1316,2939,5,2111
2025-03-05T12:12:34Z,10.0.1.2,192.0.2.25,56565,8080,TCP,37270,43913,147,26226
2025-03-05T12:12:52Z,10.0.1.1,192.0.2.16,54712,53,UDP,17236,52990,54,67317
2025-03-05T12:13:19Z,10.0.1.5,192.0.2.11,63760,443,TCP,9077,78431,162,82296
2025-03-05T12:13:21Z,10.0.1.12,10.0.1.11,52793,445,TCP,5497,2062,47,16384
2025-03-05T12:14:56Z,10.0.1.14,192.0.2.11,55356,80,TCP,35301,44224,60,30756
2025-03-05T12:15:17Z,10.0.1.8,192.0.2.19,52205,443,TCP,43314,9631,68,91455
2025-03-05T12:15:23Z,10.0.1.7,192.0.2.15,61016,443,TCP,7441,159871,131,1955
2025-03-05T12:15:56Z,10.0.1.9,192.0.2.25,59372,443,TCP,37955,113810,12,78931
2025-03-05T12:16:19Z,10.0.1.2,192.0.2.13,51942,443,TCP,4272,75947,31,52786
2025-03-05T12:16:45Z,10.0.1.7,203.0.113.50,62510,443,TCP,486,2142,7,1509
2025-03-05T12:17:42Z,10.0.1.1,192.0.2.10,61037,443,TCP,3437,12367,22,99580
2025-03-05T12:18:40Z,10.0.1.12,192.0.2.15,49359,443,TCP,18584,193924,87,71223
2025-03-05T12:19:00Z,10.0.1.6,192.0.2.18,62788,443,TCP,885,85970,82,115108
2025-03-05T12:19:16Z,10.0.1.3,192.0.2.21,61805,443,TCP,24962,64176,38,85511
2025-03-05T12:19:28Z,10.0.1.13,192.0.2.12,49461,443,TCP,47631,45063,113,105964
2025-03-05T12:19:43Z,10.0.1.5,192.0.2.23,65231,443,TCP,28129,153875,145,57347
2025-03-05T12:20:48Z,10.0.1.11,192.0.2.20,52788,53,UDP,49696,111555,47,32583
2025-03-05T12:20:56Z,10.0.1.1,192.0.2.21,49321,443,TCP,47733,78386,151,99239
2025-03-05T12:21:32Z,10.0.1.11,192.0.2.13,54196,443,TCP,46403,157977,176,100871
2025-03-05T12:21:39Z,10.0.1.12,10.0.1.13,61627,8080,TCP,947,5672,24,4977
2025-03-05T12:21:42Z,10.0.1.7,203.0.113.50,52406,443,TCP,473,627,14,716
2025-03-05T12:21:44Z,10.0.1.10,192.0.2.24,57004,80,TCP,42885,21785,36,9854
2025-03-05T12:22:15Z,10.0.1.8,192.0.2.17,62756,443,TCP,37108,171862,82,70635
2025-03-05T12:23:03Z,10.0.1.14,192.0.2.12,59608,443,TCP,16629,143150,18,98634
2025-03-05T12:25:18Z,10.0.1.12,192.0.2.20,54555,443,TCP,14736,186846,168,105430
2025-03-05T12:25:49Z,10.0.1.4,192.0.2.16,65023,53,UDP,23670,55186,14,51774
2025-03-05T12:26:04Z,10.0.1.3,192.0.2.24,62320,443,TCP,6616,89354,20,76646
2025-03-05T12:26:17Z,10.0.1.14,192.0.2.21,64197,443,TCP,40324,185585,119,87176
2025-03-05T12:26:41Z,10.0.1.7,203.0.113.50,51579,443,TCP,730,643,15,1894
2025-03-05T12:26:45Z,10.0.1.5,192.0.2.20,53597,8080,TCP,9265,100229,11,85403
2025-03-05T12:27:04Z,10.0.1.1,192.0.2.23,55709,443,TCP,24949,105436,44,13369
2025-03-05T12:27:04Z,10.0.1.5,192.0.2.14,55104,443,TCP,23513,55169,157,78067
2025-03-05T12:27:23Z,10.0.1.15,192.0.2.13,59204,443,TCP,29829,150075,54,103826
2025-03-05T12:27:31Z,10.0.1.1,192.0.2.14,63445,80,TCP,37973,62057,48,46068
2025-03-05T12:27:53Z,10.0.1.14,192.0.2.15,62304,80,TCP,15439,23036,121,103195
2025-03-05T12:28:23Z,10.0.1.12,192.0.2.14,52419,80,TCP,35772,56748,109,8076
2025-03-05T12:28:46Z,10.0.1.11,10.0.1.12,57899,22,TCP,10520,14024,48,2200
2025-03-05T12:29:21Z,10.0.1.15,192.0.2.23,50850,443,TCP,21252,54165,114,76374
2025-03-05T12:29:22Z,10.0.1.13,192.0.2.18,55478,80,TCP,13433,191983,136,70693
2025-03-05T12:29:24Z,10.0.1.4,10.0.1.5,58693,8080,TCP,6857,14860,8,2844
2025-03-05T12:30:34Z,10.0.1.7,10.0.1.6,64772,3389,TCP,8484,8364,18,10525
2025-03-05T12:30:34Z,10.0.1.10,192.0.2.13,53408,443,TCP,33991,86973,34,102784
2025-03-05T12:30:52Z,10.0.1.11,192.0.2.15,58750,443,TCP,16234,74394,71,21314
2025-03-05T12:31:07Z,10.0.1.10,192.0.2.10,60978,443,TCP,29046,115789,69,5279
2025-03-05T12:31:31Z,10.0.1.10,10.0.1.11,50702,8080,TCP,11332,9137,4,25089
2025-03-05T12:31:44Z,10.0.1.7,203.0.113.50,61960,443,TCP,1422,2352,14,4114
2025-03-05T12:32:32Z,10.0.1.9,192.0.2.24,57618,443,TCP,46223,163578,66,38458
2025-03-05T12:33:02Z,10.0.1.6,10.0.1.7,52933,3389,TCP,16397,8563,38,21359
2025-03-05T12:33:04Z,10.0.1.4,192.0.2.18,56034,80,TCP,3221,131173,49,12193
2025-03-05T12:34:10Z,10.0.1.7,10.0.1.8,65280,3389,TCP,18201,16757,22,307
2025-03-05T12:34:21Z,10.0.1.3,192.0.2.11,64514,443,TCP,17900,162506,125,118892
2025-03-05T12:35:08Z,10.0.1.8,10.0.1.6,50695,3389,TCP,15390,10506,17,25707
2025-03-05T12:35:09Z,10.0.1.7,192.0.2.23,60833,443,TCP,34226,110200,10,107185
2025-03-05T12:36:02Z,10.0.1.6,192.0.2.13,64226,53,UDP,30874,123007,188,69852
2025-03-05T12:36:08Z,10.0.1.1,192.0.2.15,52901,443,TCP,45563,78686,52,47626
2025-03-05T12:36:48Z,10.0.1.7,203.0.113.50,56854,443,TCP,477,1663,7,1790
2025-03-05T12:37:03Z,10.0.1.3,192.0.2.20,54015,80,TCP,39631,164292,111,37488
2025-03-05T12:37:12Z,10.0.1.13,10.0.1.14,62694,445,TCP,3884,7334,36,17895
2025-03-05T12:37:36Z,10.0.1.7,192.0.2.18,65363,8080,TCP,19378,159647,24,62486
2025-03-05T12:38:37Z,10.0.1.10,192.0.2.13,63367,443,TCP,41361,104023,190,102408
2025-03-05T12:39:43Z,10.0.1.15,192.0.2.16,52108,443,TCP,26829,82811,133,118916
2025-03-05T12:40:43Z,10.0.1.3,192.0.2.12,58013,443,TCP,39157,81844,60,54335
2025-03-05T12:41:41Z,10.0.1.11,192.0.2.19,62799,80,TCP,32639,11346,99,24861
2025-03-05T12:41:47Z,10.0.1.7,203.0.113.50,65458,443,TCP,212,2126,19,1023
2025-03-05T12:42:19Z,10.0.1.13,192.0.2.19,52840,53,UDP,42615,72921,34,21782
2025-03-05T12:42:37Z,10.0.1.10,192.0.2.11,56505,443,TCP,15615,34201,133,56901
2025-03-05T12:43:58Z,10.0.1.8,192.0.2.13,55161,443,TCP,46306,118272,186,102086
